MD5,text,enabled
375ff48a2f9bb2047b954347215825f9,tor.exe found on different machines. as per DavesE,TRUE
cf1aec9f386f604c91e3025835c275a7,"smokeloader
https://www.virustotal.com/en/file/8a7306727f4461c8e3656117e44d70ea00952b3cbe440beb563d56a152768826/analysis/
https://www.virustotal.com/en/file/23ac3b7acab926c30ed251f1109583cf8203586a1d37aad02d1d36a53d67fe16/analysis/",TRUE
a8c0359ed9dcfeaadd3d8f70bd72ec14,"smokeloader
https://www.virustotal.com/en/file/8a7306727f4461c8e3656117e44d70ea00952b3cbe440beb563d56a152768826/analysis/
https://www.virustotal.com/en/file/23ac3b7acab926c30ed251f1109583cf8203586a1d37aad02d1d36a53d67fe16/analysis/",TRUE
9415b23728f3159e67da47bfa100a101,None,FALSE
e22a640e183c0779c5aefc4bb2a708e2,"cacaoweb is a file sending/sharing application. As per DavesE
			",TRUE
ad8998e64581008f28460a8a3bcfe6a5,possible ransomware as per DavesE,TRUE
7b18dd6725024c5268328276c31fa515,a streaming application and was found to connect to tor related IPs. approved by DavesE,TRUE
eb8f07364384675f1d159d287880733b,None,FALSE
efded9c88789cc84a51d1606e9f299ee,None,FALSE
f20c3ceba1ac2530208c3e7b9f954286,None,FALSE
8ea2479b5b7873285a3559f63c2f6f13,None,FALSE
9522d753852e32818dde81da666c2986,None,FALSE
9f8e976cdc8e4989729f157629f9cf23,None,FALSE
b4dd0c1b8789939b07bc502de6af844a,None,FALSE
8d4ba12f0b5034bb655c2c94ed320c0d,None,FALSE
7a5068bea8efc5e21a181a53af1d6946,None,FALSE
7851750ff8612281db43b6b0868abf99,None,FALSE
6b765ac27a750e823aa91d968663c5ab,None,FALSE
5f9563093a7811f2b9a2d1e67c6f5d1d,None,FALSE
40c012027fdce742ff51810f548885c4,None,FALSE
3742a44bdded6b2f936dabcfe1f7af28,None,FALSE
1fa07f308978055e12e68557685e496c,None,FALSE
79858fffe942cf0545a3a18c1d272614,None,FALSE
4a6c13182207b7ee434894657b3c978d,None,FALSE
6543edd6f094af1fa511b86f6e5825a8,"Detection ratio: 39 / 56 
Kaspersky: Trojan.Win32.VBKrypt.utpv
Sophos:Troj/VBInj-MJ ",TRUE
a5976a176db8941fdef11a4f0a5fc193,Ticket # S20786 ,TRUE
97b8dbcc7b3cc290aef4241df911ac2e,"PUA - the file is related to malware: https://www.microsoft.com/en-us/security/portal/threat/encyclopedia/Entry.aspx?Name=PWS:BAT/Eboda.A
it is a FTP application but used by malware package to transfer stolen information.
 
filename: adobeta.exe
detected by
Malwarebytes  Trojan.PasswordStealer
Cyren     W32/Trojan.ZUYW-2491
VIPRE    Trojan.Win32.Generic!BT
Sophos Security Xploded (PUA)",TRUE
926b1957af951168db42ba36289e8571,uTorrent.exe is a P2P software that is not allowed by firm policy.,TRUE
53f8bb6bb9ae785394a291ebc8a5850b,uTorrent.exe is a P2P software that is not allowed by firm policy.,TRUE
35238d8e052c7cfdde63e6c11ce852fa,uTorrent is banned against firm policy - escalated to GSEC management,TRUE
187f54c7371ffc2b31a082f8b6ce8682,uTorrent is banned against firm policy - escalated to GSEC management,TRUE
82f479e495b0aa42a319af33f19d1149,"2.)	Attachment:
OCTOBER ORDER.html
•	VT Detection ratio 3/53 
o	MD5 82f479e495b0aa42a319af33f19d1149
SHA1 a0972bbf6acc81ba8151105787e3b4951170fae8
SHA256 aad6f12b0fa9502c7c16135095e4a1ef2c23c8cbd1a6276b74efecc1a61f7eff
ssdeep 1536:sKBzE89D9GN9mH7F7vclqgYtyu0BazfiEKB7KB8:9JAgyMzf8W8
File size 256.6 KB ( 262804 bytes )
File type HTML
",TRUE
a5de1cfda445fa551bdebad824fc3ca9,"SHA256: 	93fcbc38b1c550359905f83aebcad8851b555876668110239d695ee01758b990
File name: 	DlgDraw
Detection ratio: 	47 / 55 ",TRUE
17e49ecc4410c16fe9b6af8a4ba16ce0,Requested by Jerowin Santillan.,TRUE
c0b856c6a4b20312abcc89080bd15b46,Imminent Monitor RAT related,TRUE
ef5150c8157cb43212ade9f0bade58cb,Possible TROJ_NANOKO reported by Jerowin S10263 ,TRUE
053b89c5eb2200969bc027c58f49bd74, Revealer Keylogger Free detected by Jerowin Santillan,TRUE
37e3ea5355a8cec40923ef4b8da0892c,"
md5: 37E3EA5355A8CEC40923EF4B8DA0892C
Seen as: mzizmziymg.exe 

Detection
MS: Trojan:Win32/Dynamer!ac
TrendMicro       TROJ_GEN.R02EC0EF116
",TRUE
7bba44ac447070a61275e13da333f16a,ADW_DEALPLY on BKKW7EDPAUN and MANW7ED6VNC92S ,TRUE
86bd937a46dc3d57c84e7543679d252a,"TROJ_SPNR according to 

https://www.virustotal.com/en/file/b5877a78163efaa1e0bca0028e0b7eb24a3d4590fdf8592b772a203a22e3c3a7/analysis/",TRUE
a2c8b653cfffcc696f5bebbb88309050,Test ban for Daves Espia,TRUE
ac3e098261d63d08209fe1daae029362,"Dingdong Reyes had advised for this hash to be blocked. Showing signs of cryptolocker/backdoor malware.

TrendMicro 	TROJ_GEN.R00XC0DAK16 	20160215 ",TRUE
607b4d6e55eae6c4705897e9997c2207,"this WORM file with hash 607B4D6E55EAE6C4705897E9997C2207 while waiting for LOIT to delete them on 2 machines and also while waiting for Trend detection. This action is necessary to contain infection from this worm
sample is detected as
TrendMicro WORM_REBHIP.USVP as per RE: Trend Micro Support Request 00249841 has been updated [ ref:_00DU0JKNe._5000BY6xw6:ref ]
VIPRE    VirTool.Win32.VBInject.acn (v)
Microsoft            Trojan:Win32/Dynamer!ac
",TRUE
75a246cfbc8f4e9f4ccd31a85dc4ab82,Trojan malware detected by Alejandro Mendoza III.,TRUE
07bb51b660529ca697a19f73857c7c19,Trojan malware detected by Alejandro Mendoza III,TRUE
2d5718efd08df8978e88a7456eacc4bb,pending release for Trends conventional pattern. SmartScan detection is TROJ_GEN.R01TC0CEP15 ,TRUE
51236630c282d8e82d805e21642d7a47,verified malicious also detected by ms as Trojan:Win32/Skeeyah.A!rfn ,TRUE
2ee7971b03844fc3615ebf67e98f95a6,"Toolbar reg cleaner pro, circumvents baker policy #riskware",TRUE
aa173375c21ea31b8cc615dccb54e43b,None,FALSE
c7c9e44f7ef8e5d82129afd7a8773973,"https://www.virustotal.com/en/file/2fbba17b4457a9f1557926910ee3b0ee337183fdb606fee472c4fc1e4ed03ecc/analysis/

First seen in B9 console. Occurs in BKK DM server

Banned by: bmsksp",TRUE
fa5736226d0ab879975d4d1a84eb9e12,,TRUE
